Date,Unit,Value,Dec
02.02.24 13:11:01,C,22,579
02.02.24 13:26:01,C,22,579
02.02.24 13:41:01,C,22,516
02.02.24 13:56:01,C,22,516
02.02.24 14:11:01,C,22,516
02.02.24 14:26:01,C,22,516
02.02.24 14:41:01,C,22,579
02.02.24 14:56:01,C,22,641
02.02.24 15:11:01,C,22,704
02.02.24 15:26:01,C,22,829
02.02.24 15:41:01,C,22,954
02.02.24 15:56:01,C,23,016
02.02.24 16:11:01,C,23,016
02.02.24 16:26:01,C,23,016
02.02.24 16:41:01,C,23,016
02.02.24 16:56:01,C,23,079
02.02.24 17:11:01,C,23,079
02.02.24 17:26:01,C,23,079
02.02.24 17:41:01,C,23,079
02.02.24 17:56:01,C,23,079
02.02.24 18:11:01,C,23,079
02.02.24 18:26:01,C,23,142
02.02.24 18:41:01,C,23,142
02.02.24 18:56:01,C,23,142
02.02.24 19:11:01,C,23,142
02.02.24 19:26:01,C,23,142
02.02.24 19:41:01,C,23,142
02.02.24 19:56:01,C,23,142
02.02.24 20:11:01,C,23,142
02.02.24 20:26:01,C,23,204
02.02.24 20:41:01,C,23,204
02.02.24 20:56:01,C,23,204
02.02.24 21:11:01,C,23,204
02.02.24 21:26:01,C,23,204
02.02.24 21:41:01,C,23,204
02.02.24 21:56:01,C,23,204
02.02.24 22:11:01,C,23,204
02.02.24 22:26:01,C,23,204
02.02.24 22:41:01,C,23,204
02.02.24 22:56:01,C,23,204
02.02.24 23:11:01,C,23,204
02.02.24 23:26:01,C,23,204
02.02.24 23:41:01,C,23,204
02.02.24 23:56:01,C,23,204
03.02.24 0:11:01,C,23,267
03.02.24 0:26:01,C,23,267
03.02.24 0:41:01,C,23,267
03.02.24 0:56:01,C,23,267
03.02.24 1:11:01,C,23,267
03.02.24 1:26:01,C,23,267
03.02.24 1:41:01,C,23,267
03.02.24 1:56:01,C,23,267
03.02.24 2:11:01,C,23,267
03.02.24 2:26:01,C,23,267
03.02.24 2:41:01,C,23,267
03.02.24 2:56:01,C,23,267
03.02.24 3:11:01,C,23,267
03.02.24 3:26:01,C,23,267
03.02.24 3:41:01,C,23,267
03.02.24 3:56:01,C,23,267
03.02.24 4:11:01,C,23,267
03.02.24 4:26:01,C,23,267
03.02.24 4:41:01,C,23,267
03.02.24 4:56:01,C,23,267
03.02.24 5:11:01,C,23,267
03.02.24 5:26:01,C,23,267
03.02.24 5:41:01,C,23,267
03.02.24 5:56:01,C,23,329
03.02.24 6:11:01,C,23,329
03.02.24 6:26:01,C,23,204
03.02.24 6:41:01,C,23,079
03.02.24 6:56:01,C,22,891
03.02.24 7:11:01,C,22,766
03.02.24 7:26:01,C,22,641
03.02.24 7:41:01,C,22,579
03.02.24 7:56:01,C,22,516
03.02.24 8:11:01,C,22,391
03.02.24 8:26:01,C,22,328
03.02.24 8:41:01,C,22,266
03.02.24 8:56:01,C,22,266
03.02.24 9:11:01,C,22,203
03.02.24 9:26:01,C,22,203
03.02.24 9:41:01,C,22,141
03.02.24 9:56:01,C,22,141
03.02.24 10:11:01,C,22,141
03.02.24 10:26:01,C,22,078
03.02.24 10:41:01,C,22,078
03.02.24 10:56:01,C,22,078
03.02.24 11:11:01,C,22,078
03.02.24 11:26:01,C,22,078
03.02.24 11:41:01,C,22,203
03.02.24 11:56:01,C,22,328
03.02.24 12:11:01,C,22,391
03.02.24 12:26:01,C,22,453
03.02.24 12:41:01,C,22,579
03.02.24 12:56:01,C,22,641
03.02.24 13:11:01,C,22,704
03.02.24 13:26:01,C,22,766
03.02.24 13:41:01,C,22,829
03.02.24 13:56:01,C,22,891
03.02.24 14:11:01,C,22,954
03.02.24 14:26:01,C,23,016
03.02.24 14:41:01,C,23,079
03.02.24 14:56:01,C,23,079
03.02.24 15:11:01,C,23,142
03.02.24 15:26:01,C,23,142
03.02.24 15:41:01,C,23,142
03.02.24 15:56:01,C,23,204
03.02.24 16:11:01,C,23,204
03.02.24 16:26:01,C,23,204
03.02.24 16:41:01,C,23,267
03.02.24 16:56:01,C,23,267
03.02.24 17:11:01,C,23,267
03.02.24 17:26:01,C,23,267
03.02.24 17:41:01,C,23,267
03.02.24 17:56:01,C,23,267
03.02.24 18:11:01,C,23,267
03.02.24 18:26:01,C,23,267
03.02.24 18:41:01,C,23,267
03.02.24 18:56:01,C,23,267
03.02.24 19:11:01,C,23,329
